site_number,camera_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
65,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
66,48,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,
67,70,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
69,14,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,
70,59,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,2,0,0,0,0,0,,,,,,
71,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,1,,,,,,,,,,,
72,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,1,2,0,1,2,0,0,1,1,0,1,0,1,2,0,2,0,0,1,0,0,0,0,1,
73,19,0,2,0,1,1,1,0,3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
74,44,0,0,1,0,0,0,0,1,0,1,1,0,0,2,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,2,1,0,1,0,0,0,1,0,0,,,,,,,,,,
75,4,0,1,3,0,1,2,1,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
76,2,0,0,2,0,1,0,1,0,4,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,
77,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,,,,,
78,8,0,2,3,2,0,2,1,7,2,2,0,2,0,0,0,0,1,0,5,4,10,0,0,6,1,1,1,1,1,1,2,0,2,3,1,0,1,2,0,1,,,,,,,,,,,
80,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
82,9,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,,,,,,,,,,,,,
84,48,0,0,0,0,0,0,0,0,0,0,2,2,4,5,3,2,2,4,4,0,5,3,4,5,0,1,2,2,3,0,3,2,4,3,6,4,2,,,,,,,,,,,,,,
85,64,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,
87,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,
90,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
91,63,0,0,0,0,0,1,0,0,1,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
93,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
94,41,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
95,43,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,4,1,0,0,1,0,0,1,1,2,0,7,0,1,1,3,0,0,0,,,,,,,,,,,
96,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
101,42,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,
102,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
105,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
106,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
116,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
122,24,0,1,0,2,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,
132,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
140,14,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,
158,46,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,
165,23,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
168,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
173,10,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
183,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
189,47,0,1,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,,,,,
190,7,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,1,1,0,2,3,1,1,0,1,1,0,,,,,,,,,,
191,70,1,1,0,0,1,0,1,3,4,3,2,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,2,1,1,1,0,0,0,0,2,1,1,0,4,,,,,,,,,,
193,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
194,63,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
195,68,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,
196,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
197,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
198,36,0,2,1,1,0,0,0,2,1,1,0,2,3,2,1,3,1,1,2,0,0,1,2,1,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,
200,40,0,1,3,0,0,4,4,8,0,2,0,2,0,0,1,2,0,1,1,1,0,6,2,3,3,1,1,0,1,0,0,0,1,0,0,1,1,2,0,0,,,,,,,,,,,
201,20,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,2,1,3,0,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,
202,65,0,2,2,0,3,2,0,3,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,
203,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,
204,49,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
205,26,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,3,4,0,1,1,0,0,0,,,,,,,,,,,,
206,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
207,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
208,53,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,
209,26,0,2,0,1,1,3,0,1,1,0,0,1,0,2,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0,,,,,,,
210,44,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,1,4,0,1,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,
211,5,0,0,0,0,0,0,0,0,1,1,1,3,0,0,3,0,2,1,0,0,0,0,1,3,3,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,,,,,,,,,,
212,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
213,53,0,0,2,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
214,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
215,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
216,42,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
217,25,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
218,13,1,0,0,1,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,,,,,,,,,
219,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
222,66,0,0,0,0,5,1,0,1,1,1,0,1,5,1,0,1,3,2,2,1,3,2,0,1,4,0,0,1,2,0,0,2,0,1,2,1,0,0,2,1,,,,,,,,,,,
223,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
228,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,,,,,
231,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
233,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
234,54,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
235,38,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,
238,51,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,2,0,1,1,1,2,2,1,4,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
241,29,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,2,1,3,0,1,0,1,0,0,0,,,,,,,,,,,,,
244,30,0,2,0,0,1,0,0,1,0,0,1,0,3,2,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
248,46,0,0,0,0,1,0,0,1,2,2,1,0,1,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
249,18,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250,24,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
251,23,0,0,2,1,1,7,1,1,0,1,3,0,0,2,0,1,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
254,25,0,1,1,3,0,0,1,0,0,1,0,0,0,2,0,1,0,1,1,1,1,0,0,2,5,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,
256,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,,,,,,,
266,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,1,0,0,0,1,1,0,,,,,,,,,,,,
